timestamp,radio,timestamp,txs,macaddr,num_frames,num_acked,probe,rate0,count0,rate1,count1,rate2,count2,rate3,count3
2022-10-11 00:40:57.067133817,phy1,2022-10-11 00:40:57.067133817,txs,00:0a:52:07:3a:85,8,8,0,129,1,65535,0,65535,0,65535,0
2022-10-11 00:40:57.070983081,phy1,2022-10-11 00:40:57.070983081,txs,00:0a:52:07:3a:85,8,8,0,129,1,65535,0,65535,0,65535,0
2022-10-11 00:40:57.075209219,phy1,2022-10-11 00:40:57.075209219,txs,00:0a:52:07:3a:85,8,8,0,129,1,65535,0,65535,0,65535,0
