,timestamp,macaddr,FullSuccess_count,successful_rates
78,2022-10-26 11:54:28.798814530,9c:b6:d0:89:32:89,7,215.0
79,2022-10-26 11:54:28.798955245,9c:b6:d0:89:32:89,1,215.0
80,2022-10-26 11:54:28.800254469,9c:b6:d0:89:32:89,23,215.0
81,2022-10-26 11:54:28.800306578,9c:b6:d0:89:32:89,1,215.0
82,2022-10-26 11:54:28.801856684,9c:b6:d0:89:32:89,26,215.0
83,2022-10-26 11:54:28.801998060,9c:b6:d0:89:32:89,1,215.0
84,2022-10-26 11:54:28.803581891,9c:b6:d0:89:32:89,32,215.0
85,2022-10-26 11:54:28.804183487,9c:b6:d0:89:32:89,2,215.0
86,2022-10-26 11:54:28.805568814,9c:b6:d0:89:32:89,29,215.0
87,2022-10-26 11:54:28.806331779,9c:b6:d0:89:32:89,17,215.0
88,2022-10-26 11:54:28.808179137,9c:b6:d0:89:32:89,14,215.0
89,2022-10-26 11:54:28.809577995,9c:b6:d0:89:32:89,5,215.0
90,2022-10-26 11:54:28.865475892,9c:b6:d0:89:32:89,1,215.0
91,2022-10-26 11:54:28.865818625,9c:b6:d0:89:32:89,1,215.0
92,2022-10-26 11:54:28.866166133,9c:b6:d0:89:32:89,2,215.0
93,2022-10-26 11:54:28.866728710,9c:b6:d0:89:32:89,10,215.0
94,2022-10-26 11:54:28.867784337,9c:b6:d0:89:32:89,20,215.0
95,2022-10-26 11:54:28.868204939,9c:b6:d0:89:32:89,8,215.0
96,2022-10-26 11:54:28.869491624,9c:b6:d0:89:32:89,24,215.0
97,2022-10-26 11:54:28.869631629,9c:b6:d0:89:32:89,2,215.0
98,2022-10-26 11:54:28.871041755,9c:b6:d0:89:32:89,25,215.0
99,2022-10-26 11:54:28.871388569,9c:b6:d0:89:32:89,4,215.0
100,2022-10-26 11:54:28.871778673,9c:b6:d0:89:32:89,5,215.0
101,2022-10-26 11:54:28.881346924,9c:b6:d0:89:32:89,1,215.0
102,2022-10-26 11:54:29.074532407,bc:a8:a6:9c:6f:53,1,215.0
103,2022-10-26 11:54:29.074915031,bc:a8:a6:9c:6f:53,1,215.0
104,2022-10-26 11:54:29.110799520,b0:f1:d8:50:92:c1,1,151.0
105,2022-10-26 11:54:29.661867604,b0:f1:d8:50:92:c1,1,151.0
106,2022-10-26 11:54:29.662017110,b0:f1:d8:50:92:c1,1,151.0
107,2022-10-26 11:54:29.662783753,b0:f1:d8:50:92:c1,1,151.0
108,2022-10-26 11:54:29.675998165,b0:f1:d8:50:92:c1,1,151.0
109,2022-10-26 11:54:29.825413197,b0:f1:d8:50:92:c1,1,151.0
110,2022-10-26 11:54:29.877491626,b0:f1:d8:50:92:c1,1,151.0
111,2022-10-26 11:54:29.878072771,b0:f1:d8:50:92:c1,1,151.0
112,2022-10-26 11:54:30.106297022,b0:f1:d8:50:92:c1,1,151.0
113,2022-10-26 11:54:30.127300954,b0:f1:d8:50:92:c1,1,151.0
114,2022-10-26 11:54:30.682899576,9c:b6:d0:89:32:89,1,215.0
115,2022-10-26 11:54:30.683190396,9c:b6:d0:89:32:89,1,215.0
116,2022-10-26 11:54:30.685502696,9c:b6:d0:89:32:89,1,215.0
117,2022-10-26 11:54:30.685711835,9c:b6:d0:89:32:89,1,215.0
118,2022-10-26 11:54:30.834439937,9c:b6:d0:89:32:89,1,215.0
119,2022-10-26 11:54:30.835797070,9c:b6:d0:89:32:89,1,215.0
120,2022-10-26 11:54:30.836183002,9c:b6:d0:89:32:89,1,215.0
121,2022-10-26 11:54:30.839264600,9c:b6:d0:89:32:89,1,215.0
122,2022-10-26 11:54:30.928403234,9c:b6:d0:89:32:89,1,215.0
123,2022-10-26 11:54:30.929540169,9c:b6:d0:89:32:89,1,215.0
124,2022-10-26 11:54:30.929912901,9c:b6:d0:89:32:89,1,215.0
125,2022-10-26 11:54:30.930170673,9c:b6:d0:89:32:89,1,215.0
126,2022-10-26 11:54:30.930986918,9c:b6:d0:89:32:89,13,215.0
127,2022-10-26 11:54:30.931724241,9c:b6:d0:89:32:89,12,215.0
128,2022-10-26 11:54:30.933642655,9c:b6:d0:89:32:89,13,215.0
129,2022-10-26 11:54:30.934215823,9c:b6:d0:89:32:89,12,215.0
130,2022-10-26 11:54:30.935845963,9c:b6:d0:89:32:89,32,215.0
131,2022-10-26 11:54:30.936692166,9c:b6:d0:89:32:89,10,215.0
132,2022-10-26 11:54:30.938175708,9c:b6:d0:89:32:89,31,215.0
133,2022-10-26 11:54:30.939057769,9c:b6:d0:89:32:89,17,215.0
134,2022-10-26 11:54:30.939481112,9c:b6:d0:89:32:89,4,215.0
135,2022-10-26 11:54:30.940390242,9c:b6:d0:89:32:89,19,215.0
136,2022-10-26 11:54:30.941554865,9c:b6:d0:89:32:89,24,215.0
137,2022-10-26 11:54:30.943305758,9c:b6:d0:89:32:89,16,215.0
138,2022-10-26 11:54:30.944598677,9c:b6:d0:89:32:89,18,215.0
139,2022-10-26 11:54:30.946187729,9c:b6:d0:89:32:89,24,215.0
140,2022-10-26 11:54:30.947593325,9c:b6:d0:89:32:89,27,215.0
141,2022-10-26 11:54:30.948192671,9c:b6:d0:89:32:89,8,215.0
142,2022-10-26 11:54:30.949816073,9c:b6:d0:89:32:89,7,215.0
143,2022-10-26 11:54:30.950338679,9c:b6:d0:89:32:89,32,215.0
144,2022-10-26 11:54:30.951915302,9c:b6:d0:89:32:89,32,215.0
145,2022-10-26 11:54:30.953440989,9c:b6:d0:89:32:89,26,215.0
146,2022-10-26 11:54:30.955313625,9c:b6:d0:89:32:89,32,215.0
147,2022-10-26 11:54:30.956621101,9c:b6:d0:89:32:89,6,215.0
148,2022-10-26 11:54:30.958308263,9c:b6:d0:89:32:89,32,215.0
149,2022-10-26 11:54:30.959781822,9c:b6:d0:89:32:89,32,215.0
150,2022-10-26 11:54:30.961305782,9c:b6:d0:89:32:89,32,215.0
151,2022-10-26 11:54:30.962722865,9c:b6:d0:89:32:89,31,215.0
152,2022-10-26 11:54:30.964617275,9c:b6:d0:89:32:89,32,215.0
153,2022-10-26 11:54:30.965547844,9c:b6:d0:89:32:89,6,215.0
154,2022-10-26 11:54:30.967231585,9c:b6:d0:89:32:89,32,215.0
155,2022-10-26 11:54:30.968741819,9c:b6:d0:89:32:89,32,215.0
156,2022-10-26 11:54:30.970193618,9c:b6:d0:89:32:89,31,215.0
157,2022-10-26 11:54:30.972238517,9c:b6:d0:89:32:89,31,215.0
158,2022-10-26 11:54:30.973995460,9c:b6:d0:89:32:89,28,215.0
159,2022-10-26 11:54:30.974316164,9c:b6:d0:89:32:89,1,215.0
160,2022-10-26 11:54:30.975074698,9c:b6:d0:89:32:89,13,215.0
161,2022-10-26 11:54:30.976443824,9c:b6:d0:89:32:89,27,215.0
162,2022-10-26 11:54:30.978072744,9c:b6:d0:89:32:89,29,215.0
163,2022-10-26 11:54:30.979499945,9c:b6:d0:89:32:89,32,215.0
164,2022-10-26 11:54:30.980774691,9c:b6:d0:89:32:89,8,215.0
165,2022-10-26 11:54:30.981999590,9c:b6:d0:89:32:89,21,215.0
166,2022-10-26 11:54:30.983732905,9c:b6:d0:89:32:89,32,215.0
167,2022-10-26 11:54:30.985201068,9c:b6:d0:89:32:89,32,215.0
168,2022-10-26 11:54:30.986691815,9c:b6:d0:89:32:89,32,215.0
169,2022-10-26 11:54:30.988338223,9c:b6:d0:89:32:89,24,215.0
170,2022-10-26 11:54:30.990081770,9c:b6:d0:89:32:89,31,215.0
171,2022-10-26 11:54:30.990813720,9c:b6:d0:89:32:89,10,215.0
172,2022-10-26 11:54:30.991086889,9c:b6:d0:89:32:89,1,215.0
173,2022-10-26 11:54:30.992434978,9c:b6:d0:89:32:89,31,215.0
174,2022-10-26 11:54:30.993960939,9c:b6:d0:89:32:89,32,215.0
175,2022-10-26 11:54:30.994495471,9c:b6:d0:89:32:89,5,215.0
176,2022-10-26 11:54:30.996353583,9c:b6:d0:89:32:89,32,215.0
177,2022-10-26 11:54:30.997864278,9c:b6:d0:89:32:89,32,215.0
178,2022-10-26 11:54:30.999384104,9c:b6:d0:89:32:89,22,215.0
179,2022-10-26 11:54:31.001115194,9c:b6:d0:89:32:89,30,215.0
180,2022-10-26 11:54:31.001866143,9c:b6:d0:89:32:89,10,215.0
181,2022-10-26 11:54:31.002084436,9c:b6:d0:89:32:89,2,215.0
182,2022-10-26 11:54:31.003517539,9c:b6:d0:89:32:89,28,215.0
183,2022-10-26 11:54:31.004226927,9c:b6:d0:89:32:89,13,215.0
184,2022-10-26 11:54:31.004533676,9c:b6:d0:89:32:89,4,215.0
185,2022-10-26 11:54:32.911745132,b0:f1:d8:50:92:c1,1,151.0
186,2022-10-26 11:54:32.976789637,b0:f1:d8:50:92:c1,1,151.0
187,2022-10-26 11:54:33.052681435,9c:b6:d0:89:32:89,1,215.0
188,2022-10-26 11:54:33.494346946,b0:f1:d8:50:92:c1,1,151.0
189,2022-10-26 11:54:33.745627204,b0:f1:d8:50:92:c1,1,151.0
190,2022-10-26 11:54:33.845192008,b0:f1:d8:50:92:c1,1,151.0
191,2022-10-26 11:54:33.884235723,b0:f1:d8:50:92:c1,1,151.0
192,2022-10-26 11:54:33.911492233,b0:f1:d8:50:92:c1,1,151.0
193,2022-10-26 11:54:33.924230151,b0:f1:d8:50:92:c1,1,151.0
194,2022-10-26 11:54:33.925075214,b0:f1:d8:50:92:c1,1,151.0
195,2022-10-26 11:54:33.943006969,b0:f1:d8:50:92:c1,1,151.0
196,2022-10-26 11:54:33.943180564,b0:f1:d8:50:92:c1,1,151.0
197,2022-10-26 11:54:33.943795549,b0:f1:d8:50:92:c1,1,151.0
198,2022-10-26 11:54:33.944009221,b0:f1:d8:50:92:c1,1,151.0
199,2022-10-26 11:54:33.944230733,b0:f1:d8:50:92:c1,1,151.0
200,2022-10-26 11:54:33.944764831,b0:f1:d8:50:92:c1,1,151.0
201,2022-10-26 11:54:33.961175978,b0:f1:d8:50:92:c1,1,151.0
202,2022-10-26 11:54:33.976255233,b0:f1:d8:50:92:c1,1,151.0
203,2022-10-26 11:54:34.009215263,b0:f1:d8:50:92:c1,1,151.0
204,2022-10-26 11:54:34.104401129,bc:a8:a6:9c:6f:53,1,215.0
205,2022-10-26 11:54:34.180838887,b0:f1:d8:50:92:c1,1,215.0
206,2022-10-26 11:54:34.234724410,9c:b6:d0:89:32:89,1,215.0
207,2022-10-26 11:54:34.242975491,9c:b6:d0:89:32:89,1,215.0
208,2022-10-26 11:54:34.327673925,9c:b6:d0:89:32:89,1,215.0
209,2022-10-26 11:54:34.331905318,9c:b6:d0:89:32:89,1,215.0
210,2022-10-26 11:54:34.418162338,b0:f1:d8:50:92:c1,1,215.0
211,2022-10-26 11:54:34.815343828,b0:f1:d8:50:92:c1,1,215.0
212,2022-10-26 11:54:35.056390433,b0:f1:d8:50:92:c1,1,215.0
213,2022-10-26 11:54:35.234987845,b0:f1:d8:50:92:c1,1,215.0
214,2022-10-26 11:54:35.586567613,b0:f1:d8:50:92:c1,1,215.0
215,2022-10-26 11:54:35.774757337,b0:f1:d8:50:92:c1,1,215.0
216,2022-10-26 11:54:35.906792439,b0:f1:d8:50:92:c1,1,215.0
217,2022-10-26 11:54:35.949265773,9c:b6:d0:89:32:89,1,215.0
218,2022-10-26 11:54:35.992066477,b0:f1:d8:50:92:c1,1,151.0
219,2022-10-26 11:54:36.129982727,b0:f1:d8:50:92:c1,1,151.0
220,2022-10-26 11:54:36.146653898,b0:f1:d8:50:92:c1,1,151.0
221,2022-10-26 11:54:36.738527176,9c:b6:d0:89:32:89,1,215.0
222,2022-10-26 11:54:37.221068732,b0:f1:d8:50:92:c1,1,151.0
223,2022-10-26 11:54:37.417643683,b0:f1:d8:50:92:c1,1,151.0
224,2022-10-26 11:54:37.435851033,b0:f1:d8:50:92:c1,1,151.0
225,2022-10-26 11:54:37.645419093,9c:b6:d0:89:32:89,1,215.0
226,2022-10-26 11:54:37.727517890,b0:f1:d8:50:92:c1,1,151.0
227,2022-10-26 11:54:37.869065070,b0:f1:d8:50:92:c1,1,151.0
228,2022-10-26 11:54:38.016029832,b0:f1:d8:50:92:c1,1,151.0
229,2022-10-26 11:54:38.152756093,b0:f1:d8:50:92:c1,1,151.0
230,2022-10-26 11:54:38.229725518,b0:f1:d8:50:92:c1,1,151.0
231,2022-10-26 11:54:38.466923061,b0:f1:d8:50:92:c1,1,151.0
232,2022-10-26 11:54:38.745161202,b0:f1:d8:50:92:c1,1,151.0
233,2022-10-26 11:54:39.076750533,bc:a8:a6:9c:6f:53,1,215.0
234,2022-10-26 11:54:39.076943967,bc:a8:a6:9c:6f:53,1,215.0
235,2022-10-26 11:54:39.336930758,b0:f1:d8:50:92:c1,1,151.0
236,2022-10-26 11:54:39.337557618,b0:f1:d8:50:92:c1,1,151.0
237,2022-10-26 11:54:39.353127536,9c:b6:d0:89:32:89,1,215.0
238,2022-10-26 11:54:39.361634846,9c:b6:d0:89:32:89,1,215.0
239,2022-10-26 11:54:39.362269260,9c:b6:d0:89:32:89,1,215.0
240,2022-10-26 11:54:39.958610236,bc:a8:a6:9c:6f:53,1,215.0
241,2022-10-26 11:54:39.958833778,bc:a8:a6:9c:6f:53,1,215.0
242,2022-10-26 11:54:40.054601563,9c:b6:d0:89:32:89,1,215.0
243,2022-10-26 11:54:40.322181884,9c:b6:d0:89:32:89,1,215.0
244,2022-10-26 11:54:40.322360775,9c:b6:d0:89:32:89,1,215.0
245,2022-10-26 11:54:40.393320610,b0:f1:d8:50:92:c1,1,215.0
246,2022-10-26 11:54:40.393573270,b0:f1:d8:50:92:c1,1,215.0
247,2022-10-26 11:54:40.393707093,b0:f1:d8:50:92:c1,1,215.0
248,2022-10-26 11:54:40.413482707,b0:f1:d8:50:92:c1,1,215.0
249,2022-10-26 11:54:40.417508241,b0:f1:d8:50:92:c1,1,215.0
250,2022-10-26 11:54:40.418829000,b0:f1:d8:50:92:c1,1,215.0
251,2022-10-26 11:54:40.419002160,b0:f1:d8:50:92:c1,1,215.0
252,2022-10-26 11:54:40.522795778,b0:f1:d8:50:92:c1,1,215.0
253,2022-10-26 11:54:40.523133432,b0:f1:d8:50:92:c1,1,215.0
254,2022-10-26 11:54:40.523320973,b0:f1:d8:50:92:c1,1,215.0
255,2022-10-26 11:54:40.533345174,9c:b6:d0:89:32:89,1,215.0
256,2022-10-26 11:54:40.533521482,9c:b6:d0:89:32:89,1,215.0
257,2022-10-26 11:54:40.533602598,9c:b6:d0:89:32:89,2,215.0
258,2022-10-26 11:54:40.541836800,b0:f1:d8:50:92:c1,1,215.0
259,2022-10-26 11:54:40.543117624,9c:b6:d0:89:32:89,1,215.0
260,2022-10-26 11:54:40.546173392,b0:f1:d8:50:92:c1,1,215.0
261,2022-10-26 11:54:40.560625310,9c:b6:d0:89:32:89,1,215.0
262,2022-10-26 11:54:40.562355095,9c:b6:d0:89:32:89,1,215.0
263,2022-10-26 11:54:40.647883540,b0:f1:d8:50:92:c1,1,215.0
264,2022-10-26 11:54:40.648407963,b0:f1:d8:50:92:c1,1,215.0
265,2022-10-26 11:54:40.886827268,9c:b6:d0:89:32:89,1,215.0
266,2022-10-26 11:54:40.988161587,9c:b6:d0:89:32:89,1,215.0
267,2022-10-26 11:54:41.073125944,9c:b6:d0:89:32:89,1,215.0
268,2022-10-26 11:54:41.073400381,9c:b6:d0:89:32:89,1,215.0
269,2022-10-26 11:54:41.620858918,9c:b6:d0:89:32:89,1,215.0
270,2022-10-26 11:54:42.375744663,9c:b6:d0:89:32:89,1,215.0
271,2022-10-26 11:54:42.375937685,9c:b6:d0:89:32:89,1,215.0
272,2022-10-26 11:54:42.378226013,9c:b6:d0:89:32:89,1,215.0
273,2022-10-26 11:54:42.378411347,9c:b6:d0:89:32:89,1,215.0
274,2022-10-26 11:54:42.699413241,9c:b6:d0:89:32:89,1,215.0
275,2022-10-26 11:54:43.006924476,b0:f1:d8:50:92:c1,1,151.0
276,2022-10-26 11:54:43.219524292,b0:f1:d8:50:92:c1,1,151.0
277,2022-10-26 11:54:43.478264017,b0:f1:d8:50:92:c1,1,151.0
278,2022-10-26 11:54:43.506039995,b0:f1:d8:50:92:c1,1,151.0
279,2022-10-26 11:54:43.639910322,b0:f1:d8:50:92:c1,1,151.0
280,2022-10-26 11:54:43.706178240,b0:f1:d8:50:92:c1,1,151.0
281,2022-10-26 11:54:43.787500476,b0:f1:d8:50:92:c1,1,151.0
282,2022-10-26 11:54:43.806530870,b0:f1:d8:50:92:c1,1,151.0
283,2022-10-26 11:54:43.838996656,b0:f1:d8:50:92:c1,1,151.0
284,2022-10-26 11:54:43.905798943,b0:f1:d8:50:92:c1,1,151.0
285,2022-10-26 11:54:44.041453195,b0:f1:d8:50:92:c1,1,151.0
286,2022-10-26 11:54:44.369231186,9c:b6:d0:89:32:89,1,215.0
287,2022-10-26 11:54:44.476556559,9c:b6:d0:89:32:89,1,215.0
288,2022-10-26 11:54:44.484951909,9c:b6:d0:89:32:89,1,215.0
289,2022-10-26 11:54:44.490249839,9c:b6:d0:89:32:89,1,215.0
290,2022-10-26 11:54:44.490989179,9c:b6:d0:89:32:89,1,215.0
291,2022-10-26 11:54:44.501078015,9c:b6:d0:89:32:89,1,215.0
292,2022-10-26 11:54:44.502380713,9c:b6:d0:89:32:89,1,215.0
293,2022-10-26 11:54:44.736698384,b0:f1:d8:50:92:c1,1,151.0
294,2022-10-26 11:54:45.006594358,9c:b6:d0:89:32:89,1,215.0
295,2022-10-26 11:54:45.006763272,9c:b6:d0:89:32:89,1,215.0
296,2022-10-26 11:54:45.031990123,9c:b6:d0:89:32:89,1,215.0
297,2022-10-26 11:54:45.529663742,b0:f1:d8:50:92:c1,1,151.0
298,2022-10-26 11:54:45.752493672,9c:b6:d0:89:32:89,1,215.0
299,2022-10-26 11:54:45.752773939,9c:b6:d0:89:32:89,1,215.0
300,2022-10-26 11:54:45.752898757,9c:b6:d0:89:32:89,1,215.0
301,2022-10-26 11:54:45.753093431,9c:b6:d0:89:32:89,2,215.0
302,2022-10-26 11:54:45.826206279,9c:b6:d0:89:32:89,1,215.0
303,2022-10-26 11:54:45.826367352,9c:b6:d0:89:32:89,1,215.0
304,2022-10-26 11:54:45.826658122,9c:b6:d0:89:32:89,1,215.0
305,2022-10-26 11:54:45.828428839,9c:b6:d0:89:32:89,1,215.0
306,2022-10-26 11:54:46.179666321,9c:b6:d0:89:32:89,1,215.0
307,2022-10-26 11:54:46.188086547,9c:b6:d0:89:32:89,1,215.0
308,2022-10-26 11:54:46.193065964,9c:b6:d0:89:32:89,1,215.0
309,2022-10-26 11:54:46.613272389,b0:f1:d8:50:92:c1,1,151.0
310,2022-10-26 11:54:47.130662639,b0:f1:d8:50:92:c1,1,151.0
311,2022-10-26 11:54:47.130863274,b0:f1:d8:50:92:c1,1,151.0
312,2022-10-26 11:54:47.360012749,b0:f1:d8:50:92:c1,1,151.0
313,2022-10-26 11:54:47.391650016,b0:f1:d8:50:92:c1,1,151.0
314,2022-10-26 11:54:47.457839149,b0:f1:d8:50:92:c1,1,151.0
315,2022-10-26 11:54:47.524561784,b0:f1:d8:50:92:c1,1,151.0
316,2022-10-26 11:54:47.592082596,b0:f1:d8:50:92:c1,1,151.0
317,2022-10-26 11:54:47.765477640,9c:b6:d0:89:32:89,1,215.0
318,2022-10-26 11:54:47.765691193,9c:b6:d0:89:32:89,1,215.0
319,2022-10-26 11:54:47.771411825,9c:b6:d0:89:32:89,1,215.0
320,2022-10-26 11:54:47.771676986,9c:b6:d0:89:32:89,1,215.0
321,2022-10-26 11:54:47.771851043,9c:b6:d0:89:32:89,1,215.0
322,2022-10-26 11:54:47.772088448,9c:b6:d0:89:32:89,1,215.0
323,2022-10-26 11:54:47.787574821,9c:b6:d0:89:32:89,1,215.0
324,2022-10-26 11:54:47.793493627,b0:f1:d8:50:92:c1,1,151.0
325,2022-10-26 11:54:47.860716853,b0:f1:d8:50:92:c1,1,151.0
326,2022-10-26 11:54:47.894938528,9c:b6:d0:89:32:89,1,215.0
327,2022-10-26 11:54:48.707607145,9c:b6:d0:89:32:89,1,215.0
328,2022-10-26 11:54:48.720342083,9c:b6:d0:89:32:89,1,215.0
329,2022-10-26 11:54:48.884291806,b0:f1:d8:50:92:c1,1,215.0
330,2022-10-26 11:54:49.063408929,bc:a8:a6:9c:6f:53,1,215.0
331,2022-10-26 11:54:49.063744336,bc:a8:a6:9c:6f:53,1,215.0
332,2022-10-26 11:54:49.136286227,b0:f1:d8:50:92:c1,1,215.0
333,2022-10-26 11:54:49.165467561,b0:f1:d8:50:92:c1,1,215.0
334,2022-10-26 11:54:49.198410130,b0:f1:d8:50:92:c1,1,215.0
335,2022-10-26 11:54:49.297170462,b0:f1:d8:50:92:c1,1,151.0
336,2022-10-26 11:54:49.497208070,b0:f1:d8:50:92:c1,1,151.0
337,2022-10-26 11:54:49.564084986,b0:f1:d8:50:92:c1,1,151.0
338,2022-10-26 11:54:49.663955086,b0:f1:d8:50:92:c1,1,215.0
339,2022-10-26 11:54:49.696783681,b0:f1:d8:50:92:c1,1,215.0
340,2022-10-26 11:54:49.730892738,b0:f1:d8:50:92:c1,1,215.0
341,2022-10-26 11:54:49.764875537,b0:f1:d8:50:92:c1,1,151.0
342,2022-10-26 11:54:49.876460969,b0:f1:d8:50:92:c1,1,151.0
343,2022-10-26 11:54:49.901615669,b0:f1:d8:50:92:c1,1,151.0
